ADIF_ID;RENFE_ID;STATION_NAME;LATITUD;LONGITUD;DIRECION;CP;POBLACION;PROVINCIA;PAIS;CERCANIAS;FEVE;COMUN
75110;75110;AGER;42.006739;0.851617;;;ÀGER;LLEIDA;ESPAÑA;NO;NO;
75111;75111;CELLERS-LLIMIANA;42.058699;0.882868;;;CASTELL DE MUR;LLEIDA;ESPAÑA;NO;NO;
75112;75112;GUARDIA DE TREMP;42.101419;0.888047;;;SANT ESTEVE DE LA SARGA;LLEIDA;ESPAÑA;NO;NO;
75113;75113;PALAU-PUIGCERCOS;42.146955;0.892441;;;TREMP;LLEIDA;ESPAÑA;NO;NO;
75114;75114;TREMP;42.167364;0.891137;;;TREMP;LLEIDA;ESPAÑA;NO;NO;
75115;75115;SALAS DE PALLARS;42.206845;0.940447;;;SALÀS DE PALLARS;LLEIDA;ESPAÑA;NO;NO;
75116;75116;LA POBLA DE SEGUR;42.239854;0.966107;;;POBLA DE SEGUR (LA);LLEIDA;ESPAÑA;NO;NO;
76001;76001;SALOMÓ;41.223474;1.376617;Carretera T-202 - Estacion Ferrocarril, S/N;43885;SALOMÓ;TARRAGONA;ESPAÑA;NO;NO;
76002;76002;VILABELLA;41.240312;1.315601;Carretera Tv-2032 - Estacion Ferrocarril, S/N;43886;VILABELLA;TARRAGONA;ESPAÑA;NO;NO;
76003;76003;NULLES-BRÀFIM;41.250306;1.297449;Passeig L'Estacio Ferrocarril, 1;43887;NULLES;TARRAGONA;ESPAÑA;NO;NO;
76004;76004;VALLS;41.28963;1.258734;Plaça de L'Estacio, S/N;43800;VALLS;TARRAGONA;ESPAÑA;NO;NO;
77001;77001;MONTCADA I REIXAC-SANT JOAN (APD);41.482028;2.184993;;;MONTCADA I REIXAC;BARCELONA;ESPAÑA;SI;NO;
77002;77002;MONTCADA-RIPOLLET;41.496658;2.182072;Carrer Maria Fortuny, S/N;08110;MONTCADA I REIXAC;BARCELONA;ESPAÑA;SI;NO;
77003;77003;SANTA PERPETUA DE MOGODA LA FLORIDA;41.521426;2.193917;Calle Estacion Ferrocarril, 3;08130;SANTA PERPÈTUA DE MOGODA;BARCELONA;ESPAÑA;SI;NO;
77004;77004;MOLLET-SANTA ROSA;41.535064;2.205846;Calle Joan Maragall, S/N;08100;MOLLET DEL VALLÈS;BARCELONA;ESPAÑA;SI;NO;
77005;77005;PARETS DEL VALLÉS;41.560527;2.255996;Avenida Estacion Ferrocarril, S/N;08150;PARETS DEL VALLÈS;BARCELONA;ESPAÑA;SI;NO;
77006;77006;GRANOLLERS-CANOVELLES;41.6113633;2.2769926;Calle Joan Maragall, S/N;08400;GRANOLLERS;BARCELONA;ESPAÑA;SI;NO;
77100;77100;LES FRANQUESES DEL VALLÉS;41.624639;2.298077;Carretera de Ribas, 122;08520;FRANQUESES DEL VALLÈS (LES);BARCELONA;ESPAÑA;SI;NO;
77101;77101;LLERONA (APD);41.643738;2.296369;;;FRANQUESES DEL VALLÈS (LES);BARCELONA;ESPAÑA;SI;NO;
77102;77102;LA GARRIGA;41.684575;2.288761;Calle Ronda de Carril, 47;08530;GARRIGA (LA);BARCELONA;ESPAÑA;SI;NO;
77103;77103;FIGARÓ;41.7233684;2.271161;Calle Estacion de Ferrocarril, S/N;08530;FIGARÓ-MONTMANY;BARCELONA;ESPAÑA;SI;NO;
77104;77104;SANT MARTÍ DE CENTELLES;41.760542;2.24972;Calle Estacio de Ferrocarril, S/N;08592;SANT MARTÍ DE CENTELLES;BARCELONA;ESPAÑA;SI;NO;
77105;77105;CENTELLES;41.797834;2.223428;Calle Marques de Peñaplata, S/N;08540;CENTELLES;BARCELONA;ESPAÑA;SI;NO;
77106;77106;ELS HOSTALETS DE BALENYÀ;41.843129;2.250218;Calle Estacion de Ferrocarril, S/N;08554;BALENYÀ;BARCELONA;ESPAÑA;SI;NO;
77107;77107;BALENYÀ;41.852564;2.264253;Calle Bisbe Perello, S/N;08554;BALENYÀ;BARCELONA;ESPAÑA;SI;NO;
77108;77108;TARADELL-MONT-RODON(APD);41.880198;2.257857;;;TARADELL;BARCELONA;ESPAÑA;SI;NO;
77109;77109;VIC;41.930805;2.248776;Plaza del Centenari, 4;08500;VIC;BARCELONA;ESPAÑA;SI;NO;
77110;77110;MANLLEU;41.998912;2.269314;Carrer D' en Santiago Rusiñol, 73 - Passeig L'Estacio Ferrocarril, S/N;08560;MANLLEU;BARCELONA;ESPAÑA;SI;NO;
77111;77111;TORELLÓ;42.05217;2.259369;Plaça de L'Estacio, S/N;08570;TORELLÓ;BARCELONA;ESPAÑA;SI;NO;
77112;77112;BORGONYÀ (APD);42.065014;2.241286;Carretera Bv-5626 - Carrer Borgonya, S/N;08571;SANT VICENÇ DE TORELLÓ;BARCELONA;ESPAÑA;SI;NO;
77113;77113;SANT QUIRZE DE BESORA-MONTESQUIU;42.104658;2.216977;Calle Estacio Ferrocarril, 2;08580;SANT QUIRZE DE BESORA;BARCELONA;ESPAÑA;SI;NO;
77114;77114;LA FARGA DE BEBIÉ;42.130061;2.203924;Carretera N-152A - Estacion Ferrocarril, S/N;17532;MONTESQUIU;GIRONA;ESPAÑA;SI;NO;
77200;77200;RIPOLL;42.195536;2.195977;Calle Progreso, S/N;17500;RIPOLL;GIRONA;ESPAÑA;SI;NO;
77201;77201;SANT JOAN DE LES ABADESSES;;;;;SANT JOAN DE LES ABADESSES;GIRONA;ESPAÑA;NO;NO;
77301;77301;CAMPDEVÀNOL;42.221558;2.165877;Plaça Estacio Ferrocarril, 1;17530;CAMPDEVÀNOL;GIRONA;ESPAÑA;SI;NO;
77302;77302;AIGUES DE RIBES(APD);42.296473;2.163875;;;CAMPELLES;GIRONA;ESPAÑA;NO;NO;
77303;77303;RIBES DE FRESER;42.301158;2.166078;Carretera N-260 - Estacion Ferrocarril, S/N;17534;RIBES DE FRESER;GIRONA;ESPAÑA;SI;NO;
77304;77304;PLANOLES (APT);42.313559;2.103078;Carretera Giv-4015 - Estacion Ferrocarril, S/N;17535;PLANOLES;GIRONA;ESPAÑA;SI;NO;
77305;77305;TOSES (APT);42.324189;2.029728;Carretera Giv-4016 - Estacion Ferrocarril, 8;17536;TOSES;GIRONA;ESPAÑA;SI;NO;
77306;77306;LA MOLINA;42.344529;1.956006;Carrer L'Estacio Ferrocarril, 3;17537;ALP;GIRONA;ESPAÑA;SI;NO;
77307;77307;URTX-ALP (APT);42.375375;1.899526;Carretera Giv-4082 - Estacion Ferrocarril, S/N;17538;ALP;GIRONA;ESPAÑA;SI;NO;
77308;77308;QUEIXANS (APD);42.398028;1.915327;;;FONTANALS DE CERDANYA;GIRONA;ESPAÑA;NO;NO;
77309;77309;PUIGCERDÀ;42.428908;1.924085;Plaça de L'Estacio Ferrocarril, 5;17520;PUIGCERDÀ;GIRONA;ESPAÑA;SI;NO;
77310;77310;LA TOUR DE CAROL;42.458629;1.904703;28 Avenue Du Puymorens;;LA TOUR DE CARO;GIRONA;ESPAÑA;SI;NO;
78004;78004;SAN JUAN DE MOZARRIFAR (APT);41.722429;-0.84318;;;ZARAGOZA;ZARAGOZA;ESPAÑA;NO;NO;
78005;78005;VILLANUEVA DE GÁLLEGO;41.76551;-0.822204;Calle Estacion Ferrocarril, S/N;50830;VILLANUEVA DE GÁLLEGO;ZARAGOZA;ESPAÑA;NO;NO;
78006;78006;;;;;;ZARAGOZA;;;NO;NO;
78100;78100;ZUERA;41.877166;-0.764172;Plaza del Canfranc, 8;50800;ZUERA;ZARAGOZA;ESPAÑA;NO;NO;
78101;78101;ONTINAR DEL SAZ (APD);;;;;ZUERA;ZARAGOZA;ESPAÑA;NO;NO;
78102;78102;ALMUDÉVAR;41.996714;-0.643622;;;ALMUDÉVAR;HUESCA;ESPAÑA;NO;NO;
78200;78200;TARDIENTA;41.975716;-0.538223;Plaza Estacion Ferrocarril, S/N;22240;TARDIENTA;HUESCA;ESPAÑA;NO;NO;
78201;78201;GRAÑÉN;41.938033;-0.369329;Calle Ronda de Aragon, S/N;22260;GRAÑÉN;HUESCA;ESPAÑA;NO;NO;
78202;78202;MARCEN-POLEÑINO;41.881911;-0.283456;;;TRAMACED;HUESCA;ESPAÑA;NO;NO;
78203;78203;SARIÑENA;41.817529;-0.17076;Barrio Estacion Ferrocarril, S/N;22200;SARIÑENA;HUESCA;ESPAÑA;NO;NO;
78204;78204;TORMILLO-LASTANOSA (APT);41.848936;-0.036765;;;PERALTA DE ALCOFEA;HUESCA;ESPAÑA;NO;NO;
78300;78300;SELGUA;41.906333;0.148187;;;MONZÓN;HUESCA;ESPAÑA;NO;NO;
78301;78301;MONZÓN-RÍO CINCA;41.913679;0.196939;Plaza Estacion Ferrocarril, S/N;22400;MONZÓN;HUESCA;ESPAÑA;NO;NO;
78302;78302;BINÉFAR;41.849768;0.291478;Avenida de Aragon, S/N;22500;BINÉFAR;HUESCA;ESPAÑA;NO;NO;
78303;78303;TAMARITE-ALTORRICON;41.777729;0.37775;;;TAMARITE DE LITERA;HUESCA;ESPAÑA;NO;NO;
78304;78304;ALMACELLES;41.730983;0.44618;;;ALMACELLES;LLEIDA;ESPAÑA;NO;NO;
78305;78305;RAIMAT;41.686021;0.476872;;;LLEIDA;LLEIDA;ESPAÑA;NO;NO;
78400;78400;LLEIDA-PIRINEUS;41.620696;0.632669;Plaça Berenguer Iv, S/N;25007;LLEIDA;LLEIDA;ESPAÑA;SI;NO;
78401;78401;PLA DE VILANOVETA;41.626481;0.714829;;;LLEIDA;LLEIDA;ESPAÑA;NO;NO;
78402;78402;BELL-LLOC D'URGELL;41.631619;0.781547;Carrer de L'Estacio, S/N;25220;BELL-LLOC D'URGELL;LLEIDA;ESPAÑA;NO;NO;
78403;78403;MOLLERUSSA;41.631779;0.896775;Plaça L'Estacio Ferrocarril, 4;25230;MOLLERUSSA;LLEIDA;ESPAÑA;NO;NO;
78404;78404;GOLMÉS;41.635929;0.930863;Passeig L'Estacio Ferrocarril, S/N;25241;GOLMÉS;LLEIDA;ESPAÑA;NO;NO;
78405;78405;CASTELLNOU DE SEANA;41.637464;0.967736;Carretera Lv-3443 - Estacion Ferrocarril, S/N;25265;CASTELLNOU DE SEANA;LLEIDA;ESPAÑA;NO;NO;
78406;78406;BELLPUIG;41.632545;1.012993;Avinguda de Lleida, S/N;25250;BELLPUIG;LLEIDA;ESPAÑA;NO;NO;
78407;78407;ANGLESOLA;41.646448;1.079192;Carretera Lv-3342 - Estacion Ferocarril, S/N;25320;ANGLESOLA;LLEIDA;ESPAÑA;NO;NO;
78408;78408;TÀRREGA;41.650387;1.138963;Carre del Segle Xx, S/N;25300;TÀRREGA;LLEIDA;ESPAÑA;NO;NO;
78500;78500;CERVERA;41.673611;1.274773;Passeig de L'Estacio Ferrocarril, S/N;25200;CERVERA;LLEIDA;ESPAÑA;NO;NO;
78501;78501;SANT GUIM DE FREIXENET;41.655924;1.42053;Plaça de L'Estacio, S/N;25270;SANT GUIM DE FREIXENET;LLEIDA;ESPAÑA;NO;NO;
78502;78502;SANT MARTÍ SESGUEIOLES;41.701217;1.486204;Passeig dels Germans Fom, S/N;08282;SANT MARTÍ SESGUEIOLES;BARCELONA;ESPAÑA;NO;NO;
78503;78503;CALAF;41.730334;1.515097;Avenida Josep Miro, 1;08280;CALAF;BARCELONA;ESPAÑA;NO;NO;
78504;78504;SEGUERS-SANT PERE SALLAVINERA;41.747991;1.574167;Carretera Bv-3051 - Estacion de Ferrocarril, S/N;08281;SANT PERE SALLAVINERA;BARCELONA;ESPAÑA;NO;NO;
78505;78505;AGUILAR DE SEGARRA;41.738917;1.62372;Carretera Bv-3009 - Estacion Ferrocarril, 18;08256;AGUILAR DE SEGARRA;BARCELONA;ESPAÑA;NO;NO;
78506;78506;RAJADELL;41.733159;1.696275;Carretera Bv-3012 - Estacion Ferrocarril, S/N;08256;RAJADELL;BARCELONA;ESPAÑA;NO;NO;
78600;78600;MANRESA;41.720129;1.82899;Carretera Manresa A Abrera, S/N;08240;MANRESA;BARCELONA;ESPAÑA;SI;NO;
78602;78602;ELS COMDALS (APD);41.68947;1.840609;;;MANRESA;BARCELONA;ESPAÑA;SI;NO;
78603;78603;CASTELLGALI  (APD);41.675787;1.858073;;;SANT VICENÇ DE CASTELLET;BARCELONA;ESPAÑA;SI;NO;
78604;78604;SANT VICENÇ DE CASTELLET;41.667899;1.863451;Paseo de Pau Casalls, S/N;08295;SANT VICENÇ DE CASTELLET;BARCELONA;ESPAÑA;SI;NO;
78605;78605;CASTELLBELL I EL VILAR-MONISTROL MONTS;41.628059;1.869875;Calle Camino de la Estacion, S/N;08296;CASTELLBELL I EL VILAR;BARCELONA;ESPAÑA;SI;NO;
78606;78606;VACARISSES;41.6019242;1.8918433;Calle Petunia, 29;08294;VACARISSES;BARCELONA;ESPAÑA;SI;NO;
78607;78607;VACARISSES-TORREBLANCA;41.577138;1.921807;Paseo de la Estacion de Torreblanca, S/N;08233;VACARISSES;BARCELONA;ESPAÑA;SI;NO;
78608;78608;OLESA DE MONTSERRAT;41.560993;1.930327;;;OLESA DE MONTSERRAT;BARCELONA;ESPAÑA;SI;NO;
78609;78609;VILADECAVALLS;41.565479;1.954342;Camino de la Estacion, S/N;08232;VILADECAVALLS;BARCELONA;ESPAÑA;SI;NO;
78610;78610;SANT MIQUEL DE GONTERES;41.568123;1.975712;Calle Paseo de los Eucaliptus, S/N;08232;VILADECAVALLS;BARCELONA;ESPAÑA;SI;NO;
78700;78700;TERRASSA ESTACIO NORD;41.570159;2.019075;Plaça de L'Estacio del Norte, S/N;08221;TERRASSA;BARCELONA;ESPAÑA;SI;NO;
78701;78701;TORREBONICA (APD);41.566146;2.053035;;;TERRASSA;BARCELONA;ESPAÑA;SI;NO;
78702;78702;CASTELLARNAU  (APD);41.564031;2.075185;;;SABADELL;BARCELONA;ESPAÑA;SI;NO;
78703;78703;SABADELL SUD;41.53662;2.105617;Calle Comercio, S/N;08204;SABADELL;BARCELONA;ESPAÑA;SI;NO;
78704;78704;SABADELL CENTRE;41.549572;2.114757;Calle Alfonso, S/N;08203;SABADELL;BARCELONA;ESPAÑA;SI;NO;
78705;78705;BARBERÁ DEL VALLÉS;41.507162;2.127558;Plaza de Espanya, S/N;08210;BARBERÀ DEL VALLÈS;BARCELONA;ESPAÑA;SI;NO;
78706;78706;CERDANYOLA DEL VALLÉS;41.492582;2.14763;Avenida Primavera, S/N;08290;CERDANYOLA DEL VALLÈS;BARCELONA;ESPAÑA;SI;NO;
78707;78707;MONTCADA I REIXAC-SANTA MARÍA;41.481232;2.166922;Passatge Manresa, S/N;08110;MONTCADA I REIXAC;BARCELONA;ESPAÑA;SI;NO;
78708;78708;MONTCADA I REIXAC-MANRESA;41.483996;2.185513;Carretera Vella, S/N;08110;MONTCADA I REIXAC;BARCELONA;ESPAÑA;SI;NO;
78709;78709;SABADELL NORD;41.562871;2.087794;Plaza de España, S/N;08207;SABADELL;BARCELONA;ESPAÑA;SI;NO;
78710;78710;TERRASA EST;41.567261;2.041561;Carrer D'ÁLaba, S/N;08227;TERRASSA;BARCELONA;ESPAÑA;SI;NO;
78800;78800;MONTCADA BIFURCACIÓ;41.468992;2.178904;Carrer Bateria, S/N;08041;MONTCADA I REIXAC;BARCELONA;ESPAÑA;SI;NO;
78801;78801;TORRE  BARO Y VALLBONA;41.460945;2.181042;Calle Valcivera, S/N;08033;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
78802;78802;BARCELONA-FABRA I PUIG;41.430893;2.183095;Avinguda Meridiana, 416;08030;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
78803;78803;APEADERO VILANOVA;;;;;VILANOVA I LA GELTRÚ;BARCELONA;ESPAÑA;SI;NO;
78804;78804;BARCELONA-ARC DE TRIOMF;41.391864;2.180076;Passeig Sant Joan, S/N;08010;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
78805;78805;BARCELONA-PLAÇA DE CATALUNYA;41.386726;2.166458;Plaça de Catalunya, S/N;08002;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
78806;78806;BARCELONA LA SAGRERA MERIDIANA;41.422638;2.187262;Avinguda Meridiana, S/N;08027;BARCELONA;BARCELONA;ESPAÑA;SI;NO;BARCE
79002;79002;BARCELONA-SAGRERA;41.422389;2.194623;;;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
79003;79003;BARCELONA-SAGRE;;;;;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
79004;79004;BARCELONA-SANT ANDREU;41.435807;2.193572;Plaça de L'Estacio, S/N;08030;BARCELONA;BARCELONA;ESPAÑA;SI;NO;BARCE
79005;79005;MONTCADA I REIXAC;41.483833;2.188193;Carrer Generalitat, 7;08110;MONTCADA I REIXAC;BARCELONA;ESPAÑA;SI;NO;
79006;79006;MOLLET-SANT FOST;41.530069;2.215485;Calle Ronda Orient, 1;08100;MOLLET DEL VALLÈS;BARCELONA;ESPAÑA;SI;NO;
79007;79007;MONTMELO;41.5519598;2.2517501;Calle Miquel Biada, S/N;08160;MONTMELÓ;BARCELONA;ESPAÑA;SI;NO;
79009;79009;BARCELONA-EL CLOT;41.41745;2.192893;Plaza Canonge Rodo, S/N;08026;BARCELONA;BARCELONA;ESPAÑA;SI;NO;BARCE
79011;79011;LLAGOSTA;41.510428;2.19974;Calle Estacio Ferrocarril, S/N;08120;LLAGOSTA (LA);BARCELONA;ESPAÑA;SI;NO;
79100;79100;GRANOLLERS CENTRE;41.594528;2.29107;Plaça Serrat I Bonastre, S/N;08400;GRANOLLERS;BARCELONA;ESPAÑA;SI;NO;
79101;79101;CARDEDEU;41.6354891;2.3576977;Calle Jaime I, S/N;08440;CARDEDEU;BARCELONA;ESPAÑA;SI;NO;
79102;79102;LLINARS DEL VALLES;41.636058;2.403675;Calle Monserrat Cullel, S/N;08450;LLINARS DEL VALLÈS;BARCELONA;ESPAÑA;SI;NO;
79103;79103;PALAUTORDERA (APD);41.670899;2.452823;Carretera Local Bv-5301, Km. 1;08460;SANTA MARIA DE PALAUTORDERA;BARCELONA;ESPAÑA;SI;NO;
79104;79104;SANT CELONI;41.686024;2.491262;Plaça de L'Estacio, S/N;08470;SANT CELONI;BARCELONA;ESPAÑA;SI;NO;
79105;79105;GUALBA;41.714078;2.533778;Calle Barrio de la Estacio, S/N;08470;GUALBA;BARCELONA;ESPAÑA;SI;NO;
79106;79106;RIELLS I VIABREA-BREDA;41.723357;2.560075;Calle Mosen Pere Ribot, S/N;17404;RIELLS I VIABREA;BARCELONA;ESPAÑA;SI;NO;
79107;79107;HOSTALRIC;41.747657;2.632175;Calle Bajada de la Estacio, S/N;17450;HOSTALRIC;GIRONA;ESPAÑA;SI;NO;
79108;79108;GRANOLLERS;;;;;GRANOLLERS;BARCELONA;ESPAÑA;NO;NO;
79109;79109;LES FRANQUESES-GRANOLLERS NORD;41.617306;2.292859;Calle Carrer Arago, S/N;08521;FRANQUESES DEL VALLÈS (LES);BARCELONA;ESPAÑA;SI;NO;
79200;79200;MAÇANET-MASSANES;41.778657;2.678775;Carretera de Hostalric, Km 47;17412;MASSANES;GIRONA;ESPAÑA;SI;NO;
79202;79202;SILS;41.807683;2.74486;Plaça de L'Estacio, S/N;17410;SILS;GIRONA;ESPAÑA;NO;NO;
79203;79203;CALDES DE MALAVELLA;41.841098;2.800765;Avenida Doctor Forest, S/N;17455;CALDES DE MALAVELLA;GIRONA;ESPAÑA;NO;NO;
79204;79204;RIUDELLOTS;41.896232;2.811599;Carrer Veinat de L'Estacio, S/N;17457;RIUDELLOTS DE LA SELVA;GIRONA;ESPAÑA;NO;NO;
79205;79205;FORNELLS DE LA SELVA;41.935157;2.809732;Carrer de Caterina Albert, S/N;17458;FORNELLS DE LA SELVA;GIRONA;ESPAÑA;NO;NO;
79206;79206;GIRONA;41.953481;2.80536;;;GIRONA;GIRONA;ESPAÑA;NO;NO;
79300;79300;GIRONA;41.979303;2.817006;Plaça de Espanya, S/N;17002;GIRONA;GIRONA;ESPAÑA;SI;NO;
79301;79301;CELRÀ;42.02723;2.874969;Carretera de Juia, 45;17460;CELRÀ;GIRONA;ESPAÑA;NO;NO;
79302;79302;BORDILS-JUIÀ;42.037068;2.915255;Carrer de Palamos - Estacion Ferrocarril, S/N;17462;BORDILS;GIRONA;ESPAÑA;NO;NO;
79303;79303;FLAÇÀ;42.047596;2.957506;Plaça Estacio del Carrilet, S/N;17463;FLAÇÀ;GIRONA;ESPAÑA;NO;NO;
79304;79304;SANT JORDI DESVALLS;42.068319;2.964533;Carrer de L'Estacio, S/N;17464;SANT JORDI DESVALLS;GIRONA;ESPAÑA;NO;NO;
79305;79305;CAMALLERA;42.122359;2.965448;Carrer Estacio Ferrocarril, S/N;17465;SAUS, CAMALLERA I LLAMPAIES;GIRONA;ESPAÑA;NO;NO;
79306;79306;SANT MIQUEL DE FLUVIÀ;42.172087;2.989663;Carretera Gi-622 - Estacion Ferrocarril, S/N;17475;SANT MIQUEL DE FLUVIÀ;GIRONA;ESPAÑA;NO;NO;
79307;79307;TONYA (APD);;;;;GARRIGÀS;GIRONA;ESPAÑA;NO;NO;
79308;79308;VILAMALLA;42.216202;2.977874;Carretera Giv-6227 - Cami de L'Estacio, S/N;17469;VILAMALLA;GIRONA;ESPAÑA;NO;NO;
79309;79309;FIGUERES;42.265065;2.968787;Plaça Estacio Ferrocarril, S/N;17600;FIGUERES;GIRONA;ESPAÑA;NO;NO;
79310;79310;PERALADA;;;;;PERALADA;GIRONA;ESPAÑA;NO;NO;
79311;79311;VILAJUÏGA;42.325739;3.085385;Passeig de L'Estacio, S/N;17493;VILAJUÏGA;GIRONA;ESPAÑA;NO;NO;
79312;79312;LLANÇÀ;42.3665949;3.148987;Plaça L'Estacio Ferrocarril, S/N;17490;LLANÇÀ;GIRONA;ESPAÑA;NO;NO;
79313;79313;PLATJA DE GARBET (APD);42.391779;3.149228;;;COLERA;GIRONA;ESPAÑA;NO;NO;
79314;79314;COLERA;42.407068;3.154262;Carrer Pujada Estacio, S/N;17496;COLERA;GIRONA;ESPAÑA;NO;NO;
79315;79315;PORTBOU;42.424494;3.157858;Calle Claudi Planas, S/N;17497;PORTBOU;GIRONA;ESPAÑA;NO;NO;PORTB
79316;79316;CERBÈRE;42.441476;3.163259;Rue Lamartine;;PORTBOU;GIRONA;ESPAÑA;NO;NO;PORTB
79333;79333;FIGUERES.BUS;42.26459;2.967444;;;FIGUERES;GIRONA;ESPAÑA;NO;NO;
79400;79400;BARCELONA-ESTACIÓ DE FRANÇA;41.384089;2.187004;Avenida Marques de Argentera, S/N;08003;BARCELONA;BARCELONA;ESPAÑA;SI;NO;BARCE
79401;79401;BARCELONA-BOGAT;;;;;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
79402;79402;BARCELONA-POBLE NOU;;;;;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
79403;79403;SANT ADRIÀ DE BESÒS (APD);41.424665;2.230761;Avenida Eduard Maristany, S/N;08930;SANT ADRIÀ DE BESÒS;BARCELONA;ESPAÑA;SI;NO;
79404;79404;BADALONA;41.445802;2.249257;Plaça Rocai Pi, 1;08911;BADALONA;BARCELONA;ESPAÑA;SI;NO;
79405;79405;MONTGAT;41.463418;2.271692;Calle Marina, S/N;08390;MONTGAT;BARCELONA;ESPAÑA;SI;NO;
79406;79406;MONTGAT-NORD (P);41.468941;2.286615;Carretera Nacional N-Ii, S/N;08390;MONTGAT;BARCELONA;ESPAÑA;SI;NO;
79407;79407;EL MASNOU;41.477702;2.314362;Carrer Mossen Jacint Verdaguer, 1;08320;MASNOU (EL);BARCELONA;ESPAÑA;SI;NO;
79408;79408;OCATA (APD);41.483293;2.337839;Carretera N-Ii - Estacion Ferrocarril, S/N;08320;MASNOU (EL);BARCELONA;ESPAÑA;SI;NO;
79409;79409;PREMIÁ DE MAR APEADERO;41.488348;2.357075;Calle Cami Real, S/N;08330;PREMIÀ DE MAR;BARCELONA;ESPAÑA;SI;NO;
79410;79410;VILASSAR DE MAR;41.501746;2.392842;Calle San Jaime, S/N;08340;VILASSAR DE MAR;BARCELONA;ESPAÑA;SI;NO;
79412;79412;CABRERA DE MAR;41.5065238;2.3992054;Avenida del Maresme, 1;08349;CABRERA DE MAR;BARCELONA;ESPAÑA;SI;NO;
79500;79500;MATARÓ;41.533245;2.445797;Avenida del Maresme, S/N;08301;MATARÓ;BARCELONA;ESPAÑA;SI;NO;
79501;79501;SANT ANDREU DE LLAVANERES (APT);41.55596;2.50184;Carretera N-Ii - Km 651,5 - Estacion Ferrocarril, S/N;08392;SANT ANDREU DE LLAVANERES;BARCELONA;ESPAÑA;SI;NO;
79502;79502;CALDES D'ESTRAC;41.569216;2.527982;Calle el Callao, S/N;08393;CALDES D'ESTRAC;BARCELONA;ESPAÑA;SI;NO;
79600;79600;ARENYS DE MAR;41.578795;2.552336;Playa Cassa, S/N;08350;ARENYS DE MAR;BARCELONA;ESPAÑA;SI;NO;
79601;79601;CANET DE MAR;41.587123;2.583146;Calle del Mar, 11;08360;CANET DE MAR;BARCELONA;ESPAÑA;SI;NO;
79602;79602;SANT POL DE MAR;41.600184;2.627001;Plaça de L'Estacio, S/N;08395;SANT POL DE MAR;BARCELONA;ESPAÑA;SI;NO;
79603;79603;CALELLA;41.614691;2.666203;Calle Aselmo Clave, S/N;08370;CALELLA;BARCELONA;ESPAÑA;SI;NO;
79604;79604;PINEDA DE MAR;41.622203;2.693515;Plaça Estacio Ferrocarril, S/N;08397;PINEDA DE MAR;BARCELONA;ESPAÑA;SI;NO;
79605;79605;MALGRAT DEL MAR;41.642728;2.744502;Paseo Levante, 1;08380;MALGRAT DE MAR;BARCELONA;ESPAÑA;SI;NO;
79606;79606;BLANES;41.672594;2.769389;Calle Estacio Ferrocarril, S/N;17300;BLANES;GIRONA;ESPAÑA;SI;NO;
79607;79607;TORDERA;41.70643;2.721235;Avenida de San Pedro, 91;08490;TORDERA;BARCELONA;ESPAÑA;SI;NO;
79608;79608;STA.SUSANN;41.629763;2.714036;Passeig Maritim, S/N;08398;SANTA SUSANNA;BARCELONA;ESPAÑA;SI;NO;
80001;80001;ALTSASU/ALSASUA-PUEBLO;42.893283;-2.167429;Calle Venta Abajo, 2;31800;ALTSASU/ALSASUA;NAVARRA;ESPAÑA;NO;NO;
80002;80002;BAKAIKU/BAICAICOA;42.896816;-2.104842;;;BAKAIKU;NAVARRA;ESPAÑA;NO;NO;
80003;80003;ETXARRI-ARANATZ;42.911138;-2.071245;Carretera Na-120 - Estacion Ferrocarril, S/N;31820;ETXARRI-ARANATZ;NAVARRA;ESPAÑA;NO;NO;
80004;80004;LAKUNTZA;42.926537;-2.026265;;;LAKUNTZA;NAVARRA;ESPAÑA;NO;NO;
80005;80005;UHARTE-ARAKIL;42.920606;-1.974814;Calle Estacion Ferrocarril, S/N;31840;UHARTE-ARAKIL;NAVARRA;ESPAÑA;NO;NO;
80006;80006;HIRIBERRI-ARAKIL/VILLANUEVA DE AR;42.914445;-1.894125;;;HIRIBERRI/VILLANUEVA DE AEZKOA;NAVARRA;ESPAÑA;NO;NO;
80007;80007;IZURDIAGA-IRUTZUN;42.908735;-1.832427;;;ARAKIL;NAVARRA;ESPAÑA;NO;NO;
80008;80008;ZUASTI;42.850051;-1.74827;;;IZA/ITZA;NAVARRA;ESPAÑA;NO;NO;
80100;IRUN-;PAMPLONA/IRUÑA;42.824877;-1.661419;Plaza Estacion Ferrocarril, S/N;31012;PAMPLONA/IRUÑA;NAVARRA;ESPAÑA;NO;NO;
80102;80102;CIZURMAYOR;42.797463;-1.67747;;;CIZUR;NAVARRA;ESPAÑA;NO;NO;
80103;80103;NOAIN;42.754878;-1.636491;;;NOÁIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR);NAVARRA;ESPAÑA;NO;NO;
