,service_id,stop_id,arrival,departure
537,OUIGO_20-11-2025-10.02,04104,139,142
538,OUIGO_20-11-2025-10.02,71801,182,182
539,OUIGO_20-11-2025-14.12,60000,0,0
540,OUIGO_20-11-2025-14.12,71801,157,157
541,OUIGO_20-11-2025-17.17,60000,0,0
542,OUIGO_20-11-2025-17.17,71801,157,157
543,OUIGO_20-11-2025-21.02,60000,0,0
544,OUIGO_20-11-2025-21.02,04040,79,82
545,OUIGO_20-11-2025-21.02,71801,172,172
546,OUIGO_20-11-2025-06.25,71801,0,0
547,OUIGO_20-11-2025-06.25,04040,95,98
548,OUIGO_20-11-2025-06.25,60000,172,172
549,OUIGO_20-11-2025-10.40,71801,0,0
550,OUIGO_20-11-2025-10.40,04040,93,96
551,OUIGO_20-11-2025-10.40,60000,172,172
552,OUIGO_20-11-2025-13.50,71801,0,0
553,OUIGO_20-11-2025-13.50,60000,157,157
554,OUIGO_20-11-2025-17.40,71801,0,0
555,OUIGO_20-11-2025-17.40,60000,157,157
556,OUIGO_20-11-2025-20.40,71801,0,0
557,OUIGO_20-11-2025-20.40,04104,30,33
558,OUIGO_20-11-2025-20.40,04040,92,95
559,OUIGO_20-11-2025-20.40,60000,182,182
560,OUIGO_21-11-2025-07.02,60000,0,0
561,OUIGO_21-11-2025-07.02,04040,78,81
562,OUIGO_21-11-2025-07.02,71801,172,172
563,OUIGO_21-11-2025-10.02,60000,0,0
564,OUIGO_21-11-2025-10.02,04040,80,83
565,OUIGO_21-11-2025-10.02,04104,139,142
566,OUIGO_21-11-2025-10.02,71801,182,182
567,OUIGO_21-11-2025-14.12,60000,0,0
568,OUIGO_21-11-2025-14.12,71801,157,157
569,OUIGO_21-11-2025-17.17,60000,0,0
570,OUIGO_21-11-2025-17.17,71801,157,157
571,OUIGO_21-11-2025-21.02,60000,0,0
572,OUIGO_21-11-2025-21.02,04040,79,82
573,OUIGO_21-11-2025-21.02,71801,172,172
574,OUIGO_21-11-2025-06.25,71801,0,0
575,OUIGO_21-11-2025-06.25,04040,95,98
576,OUIGO_21-11-2025-06.25,60000,172,172
577,OUIGO_21-11-2025-10.40,71801,0,0
578,OUIGO_21-11-2025-10.40,04040,93,96
579,OUIGO_21-11-2025-10.40,60000,172,172
580,OUIGO_21-11-2025-13.50,71801,0,0
581,OUIGO_21-11-2025-13.50,60000,157,157
582,OUIGO_21-11-2025-17.40,71801,0,0
583,OUIGO_21-11-2025-17.40,60000,157,157
584,OUIGO_21-11-2025-20.40,71801,0,0
585,OUIGO_21-11-2025-20.40,04104,30,33
586,OUIGO_21-11-2025-20.40,04040,92,95
587,OUIGO_21-11-2025-20.40,60000,182,182
588,OUIGO_22-11-2025-07.02,60000,0,0
589,OUIGO_22-11-2025-07.02,04040,78,81
590,OUIGO_22-11-2025-07.02,71801,172,172
591,OUIGO_22-11-2025-10.02,60000,0,0
592,OUIGO_22-11-2025-10.02,04040,80,83
593,OUIGO_22-11-2025-10.02,04104,139,142
594,OUIGO_22-11-2025-10.02,71801,182,182
595,OUIGO_22-11-2025-14.12,60000,0,0
596,OUIGO_22-11-2025-14.12,71801,157,157
597,OUIGO_22-11-2025-17.17,60000,0,0
598,OUIGO_22-11-2025-17.17,71801,157,157
599,OUIGO_22-11-2025-21.02,60000,0,0
600,OUIGO_22-11-2025-21.02,04040,79,82
601,OUIGO_22-11-2025-21.02,71801,172,172
602,OUIGO_22-11-2025-06.25,71801,0,0
603,OUIGO_22-11-2025-06.25,04040,95,98
604,OUIGO_22-11-2025-06.25,60000,172,172
605,OUIGO_22-11-2025-10.40,71801,0,0
606,OUIGO_22-11-2025-10.40,04040,93,96
607,OUIGO_22-11-2025-10.40,60000,172,172
608,OUIGO_22-11-2025-13.50,71801,0,0
609,OUIGO_22-11-2025-13.50,60000,157,157
610,OUIGO_22-11-2025-17.40,71801,0,0
611,OUIGO_22-11-2025-17.40,60000,157,157
612,OUIGO_22-11-2025-20.40,71801,0,0
613,OUIGO_22-11-2025-20.40,04104,30,33
614,OUIGO_22-11-2025-20.40,04040,92,95
615,OUIGO_22-11-2025-20.40,60000,182,182
616,OUIGO_23-11-2025-07.02,60000,0,0
617,OUIGO_23-11-2025-07.02,04040,78,81
618,OUIGO_23-11-2025-07.02,71801,172,172
619,OUIGO_23-11-2025-10.02,60000,0,0
620,OUIGO_23-11-2025-10.02,04040,80,83
621,OUIGO_23-11-2025-10.02,04104,139,142
622,OUIGO_23-11-2025-10.02,71801,182,182
623,OUIGO_23-11-2025-14.12,60000,0,0
624,OUIGO_23-11-2025-14.12,71801,157,157
625,OUIGO_23-11-2025-17.17,60000,0,0
626,OUIGO_23-11-2025-17.17,71801,157,157
627,OUIGO_23-11-2025-21.02,60000,0,0
628,OUIGO_23-11-2025-21.02,04040,79,82
629,OUIGO_23-11-2025-21.02,71801,172,172
630,OUIGO_23-11-2025-06.25,71801,0,0
631,OUIGO_23-11-2025-06.25,04040,95,98
632,OUIGO_23-11-2025-06.25,60000,172,172
633,OUIGO_23-11-2025-10.40,71801,0,0
634,OUIGO_23-11-2025-10.40,04040,93,96
635,OUIGO_23-11-2025-10.40,60000,172,172
636,OUIGO_23-11-2025-13.50,71801,0,0
637,OUIGO_23-11-2025-13.50,60000,157,157
638,OUIGO_23-11-2025-17.40,71801,0,0
639,OUIGO_23-11-2025-17.40,60000,157,157
640,OUIGO_23-11-2025-20.40,71801,0,0
641,OUIGO_23-11-2025-20.40,04104,30,33
642,OUIGO_23-11-2025-20.40,04040,92,95
643,OUIGO_23-11-2025-20.40,60000,182,182
644,OUIGO_24-11-2025-07.02,60000,0,0
645,OUIGO_24-11-2025-07.02,04040,78,81
646,OUIGO_24-11-2025-07.02,71801,172,172
647,OUIGO_24-11-2025-10.02,60000,0,0
648,OUIGO_24-11-2025-10.02,04040,80,83
649,OUIGO_24-11-2025-10.02,04104,139,142
650,OUIGO_24-11-2025-10.02,71801,182,182
651,OUIGO_24-11-2025-14.12,60000,0,0
652,OUIGO_24-11-2025-14.12,71801,157,157
653,OUIGO_24-11-2025-17.17,60000,0,0
654,OUIGO_24-11-2025-17.17,71801,157,157
655,OUIGO_24-11-2025-21.02,60000,0,0
656,OUIGO_24-11-2025-21.02,04040,79,82
657,OUIGO_24-11-2025-21.02,71801,172,172
658,OUIGO_24-11-2025-06.25,71801,0,0
659,OUIGO_24-11-2025-06.25,04040,95,98
660,OUIGO_24-11-2025-06.25,60000,172,172
661,OUIGO_24-11-2025-10.40,71801,0,0
662,OUIGO_24-11-2025-10.40,04040,93,96
663,OUIGO_24-11-2025-10.40,60000,172,172
664,OUIGO_24-11-2025-13.50,71801,0,0
665,OUIGO_24-11-2025-13.50,60000,157,157
666,OUIGO_24-11-2025-17.40,71801,0,0
667,OUIGO_24-11-2025-17.40,60000,157,157
668,OUIGO_24-11-2025-20.40,71801,0,0
669,OUIGO_24-11-2025-20.40,04104,30,33
670,OUIGO_24-11-2025-20.40,04040,92,95
671,OUIGO_24-11-2025-20.40,60000,182,182
672,OUIGO_25-11-2025-07.02,60000,0,0
673,OUIGO_25-11-2025-07.02,04040,78,81
674,OUIGO_25-11-2025-07.02,71801,172,172
675,OUIGO_25-11-2025-10.02,60000,0,0
676,OUIGO_25-11-2025-10.02,04040,80,83
677,OUIGO_25-11-2025-10.02,04104,139,142
678,OUIGO_25-11-2025-10.02,71801,182,182
679,OUIGO_25-11-2025-14.12,60000,0,0
680,OUIGO_25-11-2025-14.12,71801,157,157
681,OUIGO_25-11-2025-17.17,60000,0,0
682,OUIGO_25-11-2025-17.17,71801,157,157
683,OUIGO_25-11-2025-21.02,60000,0,0
684,OUIGO_25-11-2025-21.02,04040,79,82
685,OUIGO_25-11-2025-21.02,71801,172,172
686,OUIGO_25-11-2025-06.25,71801,0,0
687,OUIGO_25-11-2025-06.25,04040,95,98
688,OUIGO_25-11-2025-06.25,60000,172,172
689,OUIGO_25-11-2025-10.40,71801,0,0
690,OUIGO_25-11-2025-10.40,04040,93,96
691,OUIGO_25-11-2025-10.40,60000,172,172
692,OUIGO_25-11-2025-13.50,71801,0,0
693,OUIGO_25-11-2025-13.50,60000,157,157
694,OUIGO_25-11-2025-17.40,71801,0,0
695,OUIGO_25-11-2025-17.40,60000,157,157
696,OUIGO_25-11-2025-20.40,71801,0,0
697,OUIGO_25-11-2025-20.40,04104,30,33
698,OUIGO_25-11-2025-20.40,04040,92,95
699,OUIGO_25-11-2025-20.40,60000,182,182
700,OUIGO_26-11-2025-07.02,60000,0,0
701,OUIGO_26-11-2025-07.02,04040,78,81
702,OUIGO_26-11-2025-07.02,71801,172,172
703,OUIGO_26-11-2025-10.02,60000,0,0
704,OUIGO_26-11-2025-10.02,04040,80,83
705,OUIGO_26-11-2025-10.02,04104,139,142
706,OUIGO_26-11-2025-10.02,71801,182,182
707,OUIGO_26-11-2025-14.12,60000,0,0
708,OUIGO_26-11-2025-14.12,71801,157,157
709,OUIGO_26-11-2025-17.17,60000,0,0
710,OUIGO_26-11-2025-17.17,71801,157,157
711,OUIGO_26-11-2025-21.02,60000,0,0
712,OUIGO_26-11-2025-21.02,04040,79,82
713,OUIGO_26-11-2025-21.02,71801,172,172
714,OUIGO_26-11-2025-06.25,71801,0,0
715,OUIGO_26-11-2025-06.25,04040,95,98
716,OUIGO_26-11-2025-06.25,60000,172,172
717,OUIGO_26-11-2025-10.40,71801,0,0
718,OUIGO_26-11-2025-10.40,04040,93,96
719,OUIGO_26-11-2025-10.40,60000,172,172
720,OUIGO_26-11-2025-13.50,71801,0,0
721,OUIGO_26-11-2025-13.50,60000,157,157
722,OUIGO_26-11-2025-17.40,71801,0,0
723,OUIGO_26-11-2025-17.40,60000,157,157
724,OUIGO_26-11-2025-20.40,71801,0,0
725,OUIGO_26-11-2025-20.40,04104,30,33
726,OUIGO_26-11-2025-20.40,04040,92,95
727,OUIGO_26-11-2025-20.40,60000,182,182
728,OUIGO_27-11-2025-07.02,60000,0,0
729,OUIGO_27-11-2025-07.02,04040,78,81
730,OUIGO_27-11-2025-07.02,71801,172,172
731,OUIGO_27-11-2025-10.02,60000,0,0
732,OUIGO_27-11-2025-10.02,04040,80,83
733,OUIGO_27-11-2025-10.02,04104,139,142
734,OUIGO_27-11-2025-10.02,71801,182,182
735,OUIGO_27-11-2025-14.12,60000,0,0
736,OUIGO_27-11-2025-14.12,71801,157,157
737,OUIGO_27-11-2025-17.17,60000,0,0
738,OUIGO_27-11-2025-17.17,71801,157,157
739,OUIGO_27-11-2025-21.02,60000,0,0
740,OUIGO_27-11-2025-21.02,04040,79,82
741,OUIGO_27-11-2025-21.02,71801,172,172
742,OUIGO_27-11-2025-06.25,71801,0,0
743,OUIGO_27-11-2025-06.25,04040,95,98
744,OUIGO_27-11-2025-06.25,60000,172,172
745,OUIGO_27-11-2025-10.40,71801,0,0
746,OUIGO_27-11-2025-10.40,04040,93,96
747,OUIGO_27-11-2025-10.40,60000,172,172
748,OUIGO_27-11-2025-13.50,71801,0,0
749,OUIGO_27-11-2025-13.50,60000,157,157
750,OUIGO_27-11-2025-17.40,71801,0,0
751,OUIGO_27-11-2025-17.40,60000,157,157
752,OUIGO_27-11-2025-20.40,71801,0,0
753,OUIGO_27-11-2025-20.40,04104,30,33
754,OUIGO_27-11-2025-20.40,04040,92,95
755,OUIGO_27-11-2025-20.40,60000,182,182
756,OUIGO_28-11-2025-07.02,60000,0,0
757,OUIGO_28-11-2025-07.02,04040,78,81
758,OUIGO_28-11-2025-07.02,71801,172,172
759,OUIGO_28-11-2025-10.02,60000,0,0
760,OUIGO_28-11-2025-10.02,04040,80,83
761,OUIGO_28-11-2025-10.02,04104,139,142
762,OUIGO_28-11-2025-10.02,71801,182,182
763,OUIGO_28-11-2025-14.12,60000,0,0
764,OUIGO_28-11-2025-14.12,71801,157,157
765,OUIGO_28-11-2025-17.17,60000,0,0
766,OUIGO_28-11-2025-17.17,71801,157,157
767,OUIGO_28-11-2025-21.02,60000,0,0
768,OUIGO_28-11-2025-21.02,04040,79,82
769,OUIGO_28-11-2025-21.02,71801,172,172
770,OUIGO_28-11-2025-06.25,71801,0,0
771,OUIGO_28-11-2025-06.25,04040,95,98
772,OUIGO_28-11-2025-06.25,60000,172,172
773,OUIGO_28-11-2025-10.40,71801,0,0
774,OUIGO_28-11-2025-10.40,04040,93,96
775,OUIGO_28-11-2025-10.40,60000,172,172
776,OUIGO_28-11-2025-13.50,71801,0,0
777,OUIGO_28-11-2025-13.50,60000,157,157
778,OUIGO_28-11-2025-17.40,71801,0,0
779,OUIGO_28-11-2025-17.40,60000,157,157
780,OUIGO_28-11-2025-20.40,71801,0,0
781,OUIGO_28-11-2025-20.40,04104,30,33
782,OUIGO_28-11-2025-20.40,04040,92,95
783,OUIGO_28-11-2025-20.40,60000,182,182
784,OUIGO_29-11-2025-07.02,60000,0,0
785,OUIGO_29-11-2025-07.02,04040,78,81
786,OUIGO_29-11-2025-07.02,71801,172,172
787,OUIGO_29-11-2025-10.02,60000,0,0
788,OUIGO_29-11-2025-10.02,04040,80,83
789,OUIGO_29-11-2025-10.02,04104,139,142
790,OUIGO_29-11-2025-10.02,71801,182,182
791,OUIGO_29-11-2025-14.12,60000,0,0
792,OUIGO_29-11-2025-14.12,71801,157,157
793,OUIGO_29-11-2025-17.17,60000,0,0
794,OUIGO_29-11-2025-17.17,71801,157,157
795,OUIGO_29-11-2025-21.02,60000,0,0
796,OUIGO_29-11-2025-21.02,04040,79,82
797,OUIGO_29-11-2025-21.02,71801,172,172
798,OUIGO_29-11-2025-06.25,71801,0,0
799,OUIGO_29-11-2025-06.25,04040,95,98
800,OUIGO_29-11-2025-06.25,60000,172,172
801,OUIGO_29-11-2025-10.40,71801,0,0
802,OUIGO_29-11-2025-10.40,04040,93,96
803,OUIGO_29-11-2025-10.40,60000,172,172
804,OUIGO_29-11-2025-13.50,71801,0,0
805,OUIGO_29-11-2025-13.50,60000,157,157
806,OUIGO_29-11-2025-17.40,71801,0,0
807,OUIGO_29-11-2025-17.40,60000,157,157
808,OUIGO_29-11-2025-20.40,71801,0,0
809,OUIGO_29-11-2025-20.40,04104,30,33
810,OUIGO_29-11-2025-20.40,04040,92,95
811,OUIGO_29-11-2025-20.40,60000,182,182
812,OUIGO_30-11-2025-07.02,60000,0,0
813,OUIGO_30-11-2025-07.02,04040,78,81
814,OUIGO_30-11-2025-07.02,71801,172,172
815,OUIGO_30-11-2025-10.02,60000,0,0
816,OUIGO_30-11-2025-10.02,04040,80,83
817,OUIGO_30-11-2025-10.02,04104,139,142
818,OUIGO_30-11-2025-10.02,71801,182,182
819,OUIGO_30-11-2025-14.12,60000,0,0
820,OUIGO_30-11-2025-14.12,71801,157,157
821,OUIGO_30-11-2025-17.17,60000,0,0
822,OUIGO_30-11-2025-17.17,71801,157,157
823,OUIGO_30-11-2025-21.02,60000,0,0
824,OUIGO_30-11-2025-21.02,04040,79,82
825,OUIGO_30-11-2025-21.02,71801,172,172
826,OUIGO_30-11-2025-06.25,71801,0,0
827,OUIGO_30-11-2025-06.25,04040,95,98
828,OUIGO_30-11-2025-06.25,60000,172,172
829,OUIGO_30-11-2025-10.40,71801,0,0
830,OUIGO_30-11-2025-10.40,04040,93,96
831,OUIGO_30-11-2025-10.40,60000,172,172
832,OUIGO_30-11-2025-13.50,71801,0,0
833,OUIGO_30-11-2025-13.50,60000,157,157
834,OUIGO_30-11-2025-17.40,71801,0,0
835,OUIGO_30-11-2025-17.40,60000,157,157
836,OUIGO_30-11-2025-20.40,71801,0,0
837,OUIGO_30-11-2025-20.40,04104,30,33
838,OUIGO_30-11-2025-20.40,04040,92,95
839,OUIGO_30-11-2025-20.40,60000,182,182
840,OUIGO_01-12-2025-07.02,60000,0,0
841,OUIGO_01-12-2025-07.02,04040,78,81
842,OUIGO_01-12-2025-07.02,71801,172,172
843,OUIGO_01-12-2025-10.02,60000,0,0
844,OUIGO_01-12-2025-10.02,04040,80,83
845,OUIGO_01-12-2025-10.02,04104,139,142
846,OUIGO_01-12-2025-10.02,71801,182,182
847,OUIGO_01-12-2025-14.12,60000,0,0
848,OUIGO_01-12-2025-14.12,71801,157,157
849,OUIGO_01-12-2025-17.17,60000,0,0
850,OUIGO_01-12-2025-17.17,71801,157,157
851,OUIGO_01-12-2025-21.02,60000,0,0
852,OUIGO_01-12-2025-21.02,04040,79,82
853,OUIGO_01-12-2025-21.02,71801,172,172
854,OUIGO_01-12-2025-06.25,71801,0,0
855,OUIGO_01-12-2025-06.25,04040,95,98
856,OUIGO_01-12-2025-06.25,60000,172,172
857,OUIGO_01-12-2025-10.40,71801,0,0
858,OUIGO_01-12-2025-10.40,04040,93,96
859,OUIGO_01-12-2025-10.40,60000,172,172
860,OUIGO_01-12-2025-13.50,71801,0,0
861,OUIGO_01-12-2025-13.50,60000,157,157
862,OUIGO_01-12-2025-17.40,71801,0,0
863,OUIGO_01-12-2025-17.40,60000,157,157
864,OUIGO_01-12-2025-20.40,71801,0,0
865,OUIGO_01-12-2025-20.40,04104,30,33
866,OUIGO_01-12-2025-20.40,04040,92,95
867,OUIGO_01-12-2025-20.40,60000,182,182
